0 10 1 1 0 0
1.97289 9.96355 1.01645 1.00259 0.00131837 0.00026504
1.93189 9.90991 1.03679 1.00653 0.00263001 0.000533154
2.88131 9.85623 1.0602 1.01143 0.00393459 0.000804612
2.82143 9.80217 1.08683 1.01729 0.00523205 0.00108021
3.75444 9.75076 1.11635 1.02393 0.00652244 0.0013602
3.67642 9.70286 1.15019 1.03175 0.00780638 0.00164546
3.60002 9.65451 1.1848 1.03952 0.00908397 0.00193627
3.5252 9.60577 1.22016 1.04723 0.0103552 0.00223271
4.44567 9.55972 1.25845 1.05553 0.0116199 0.00253495
4.35328 9.52005 1.30286 1.06534 0.0128792 0.00284396
6.22744 9.50401 1.36202 1.07897 0.0141346 0.00316117
7.07931 9.50583 1.4336 1.09542 0.0153892 0.00348909
6.9322 9.50674 1.50926 1.1122 0.016644 0.00382899
6.78814 9.50508 1.58817 1.12907 0.0178988 0.00418131
8.6387 9.50814 1.67447 1.14706 0.0191534 0.00454657
9.44252 9.55271 1.79096 1.17147 0.0204112 0.0049281
9.2463 9.59752 1.91587 1.19681 0.0216752 0.00532898
9.05415 9.63876 2.04657 1.22257 0.0229448 0.00575012
8.866 9.67649 2.18235 1.24873 0.0242196 0.00619228
8.68175 9.71075 2.32226 1.2753 0.0254992 0.00665612
8.50134 9.74158 2.4651 1.30226 0.0267831 0.00714218
9.31839 9.77488 2.61399 1.3306 0.028071 0.0076509
9.12475 9.81828 2.77338 1.36174 0.0293642 0.00818417
8.93513 9.85808 2.93044 1.39339 0.0306629 0.00874249
9.73073 9.91208 3.096 1.42886 0.0319676 0.00932646
10.516 9.97629 3.26282 1.46765 0.03328 0.00993714
10.2975 10.0446 3.422 1.50878 0.0346014 0.0105749
10.0835 10.1089 3.56491 1.55068 0.0359316 0.0112382
9.87392 10.1693 3.68991 1.59331 0.03727 0.0119247
11.6417 10.2524 3.8067 1.64245 0.0386174 0.012633
13.3851 10.3603 3.9089 1.69909 0.0399773 0.0133627
14.0944 10.503 3.99181 1.76625 0.041354 0.0141131
14.7869 10.6643 4.04664 1.84077 0.0427508 0.0148819
14.4796 10.8279 4.07344 1.91879 0.0441693 0.0156662
15.1746 10.9917 4.07742 1.9998 0.0456092 0.0164629
15.8426 11.1853 4.0603 2.09202 0.0470727 0.0172702
16.5008 11.3922 4.02599 2.19137 0.0485625 0.0180867
16.1579 11.6041 3.97959 2.29554 0.0500803 0.0189112
15.8221 11.8124 3.9263 2.40187 0.0516258 0.0197431
16.4787 12.0326 3.86604 2.51506 0.0531993 0.0205819
16.1363 12.2559 3.80252 2.63237 0.0548024 0.0214277
15.801 12.4754 3.73864 2.75145 0.0564347 0.0222808
15.4726 12.6909 3.67549 2.87204 0.0580958 0.0231412
16.1344 12.9215 3.61026 3.00037 0.059786 0.0240096
16.7928 13.1602 3.545 3.13411 0.0615071 0.0248866
16.4439 13.412 3.47939 3.27496 0.0632609 0.0257732
16.1022 13.66 3.41673 3.41685 0.0650477 0.0266699
16.7592 13.914 3.35551 3.56312 0.0668672 0.0275775
17.4046 14.1871 3.29404 3.71833 0.0687216 0.0284968
17.0429 14.4747 3.23343 3.88067 0.0706133 0.0294291
16.6888 14.7584 3.17629 4.04333 0.0725427 0.0303751
18.3066 15.084 3.11684 4.22302 0.074512 0.0313359
19.9032 15.4441 3.05671 4.41711 0.076526 0.0323133
19.4896 15.8263 2.99784 4.62053 0.0785898 0.0333093
19.0846 16.2065 2.94292 4.82371 0.080704 0.0343247
19.6817 16.5928 2.89082 5.02953 0.0828684 0.0353599
20.2581 17.0172 2.83861 5.24988 0.0850863 0.0364163
21.81 17.4865 2.78613 5.4871 0.0873629 0.037496
21.3568 17.9761 2.73578 5.73098 0.0897035 0.0386008
20.913 18.4657 2.68899 5.97321 0.0921086 0.0397313
20.4784 18.9547 2.64544 6.21344 0.0945784 0.0408877
20.0528 19.4425 2.60482 6.45135 0.0971126 0.0420701
20.634 19.9319 2.56669 6.68788 0.0997111 0.0432785
20.2052 20.4502 2.52945 6.9325 0.102376 0.0445138
21.7541 21.0191 2.49214 7.19245 0.105113 0.0457773
21.302 21.6054 2.45651 7.45522 0.107926 0.0470707
20.8594 22.1917 2.42322 7.71442 0.110817 0.048394
20.4259 22.7772 2.39204 7.96987 0.113785 0.0497469
20.0014 23.3612 2.36279 8.22142 0.11683 0.0511294
19.5858 23.9429 2.33529 8.46895 0.119952 0.0525411
20.158 24.5633 2.30817 8.72515 0.123153 0.0539824
19.7391 25.1816 2.28264 8.97702 0.126436 0.0554537
21.3101 25.8363 2.25754 9.23614 0.129803 0.0569553
21.8652 26.542 2.23257 9.5062 0.13326 0.0584886
22.4004 27.3092 2.20759 9.78965 0.136813 0.060055
21.9349 28.1 2.18359 10.0745 0.14047 0.0616559
22.4665 28.92 2.1604 10.3619 0.144233 0.0632913
22.9954 29.7702 2.13799 10.6519 0.148106 0.0649618
22.5176 30.6612 2.11616 10.9468 0.152094 0.0666681
22.0496 31.555 2.09556 11.2361 0.1562 0.0684102
23.5602 32.5277 2.07488 11.5395 0.160429 0.0701885
24.0622 33.5516 2.05465 11.8489 0.164789 0.0720046
23.5622 34.6131 2.0351 12.1601 0.169288 0.0738591
23.0726 35.6806 2.01662 12.4649 0.173927 0.0757518
24.5556 36.8548 1.99789 12.7876 0.178714 0.0776834
25.0308 38.0895 1.97958 13.1157 0.183659 0.0796554
24.5106 39.3522 1.96208 13.4409 0.188771 0.0816684
24.0012 40.6249 1.9455 13.7593 0.194049 0.0837215
25.4712 42.0008 1.9289 14.0912 0.199501 0.0858151
24.9419 43.4216 1.91287 14.4226 0.205138 0.0879507
24.4236 44.855 1.89767 14.7469 0.210964 0.0901274
27.8743 46.4351 1.88217 15.0912 0.216985 0.0923454
28.2888 48.1919 1.8663 15.459 0.223229 0.094609
28.6925 50.0505 1.85073 15.8336 0.229712 0.0969196
29.0942 51.9881 1.83565 16.2094 0.236446 0.0992777
28.4896 54.0227 1.82094 16.5891 0.243442 0.101684
28.8912 56.1137 1.80685 16.9645 0.250709 0.104138
28.2908 58.2937 1.79317 17.3409 0.25826 0.10664
27.7029 60.5086 1.78016 17.7089 0.266101 0.109189
27.1272 62.7564 1.76778 18.0686 0.274236 0.111784
26.5635 65.0348 1.75598 18.4201 0.28267 0.114425
26.0115 67.3416 1.74471 18.7637 0.291406 0.11711
26.4584 69.7352 1.73372 19.1075 0.300451 0.119839
25.9086 72.1977 1.72308 19.4489 0.309819 0.122612
26.3577 74.7527 1.71269 19.7904 0.319515 0.125429
26.8016 77.4258 1.70248 20.1349 0.329557 0.128289
26.2446 80.1993 1.69252 20.4795 0.33996 0.131194
26.6888 83.0656 1.68282 20.8229 0.350733 0.134142
26.1342 86.0272 1.67336 21.1649 0.361893 0.137135
25.5911 89.023 1.6643 21.4991 0.373446 0.140171
26.0405 92.1708 1.65533 21.8375 0.385403 0.143251
26.4889 95.4367 1.64656 22.176 0.397783 0.146373
26.928 98.8819 1.63786 22.5201 0.410605 0.14954
30.3267 102.726 1.62884 22.8897 0.423903 0.152752
30.6881 106.977 1.61958 23.2827 0.437741 0.156014
31.042 111.455 1.61046 23.6799 0.452154 0.159326
31.3907 116.159 1.60149 24.0798 0.467173 0.16269
30.7384 121.068 1.59274 24.4797 0.482829 0.166106
30.0996 126.079 1.58433 24.8701 0.49914 0.169573
31.4574 131.325 1.57609 25.2621 0.516122 0.17309
31.7995 136.921 1.56786 25.6634 0.533823 0.176659
31.1386 142.782 1.55979 26.0659 0.552282 0.180279
32.4728 148.939 1.55185 26.4708 0.571531 0.183952
31.798 155.445 1.54401 26.8807 0.591619 0.187678
35.11 162.359 1.53621 27.2983 0.612585 0.191456
37.3367 170.395 1.5278 27.7697 0.634537 0.195293
36.5608 178.854 1.51959 28.2417 0.657585 0.199191
37.7864 187.718 1.51158 28.7119 0.681771 0.203149
37.0012 197.135 1.50367 29.188 0.707168 0.20717
37.2239 206.936 1.496 29.6581 0.73383 0.211252
36.4503 217.183 1.48855 30.125 0.761818 0.215395
36.6783 227.918 1.48126 30.5899 0.791188 0.219598
36.8994 239.27 1.47409 31.0582 0.822016 0.223861
37.1118 251.304 1.46701 31.5311 0.854389 0.228187
37.3364 263.772 1.46016 31.9953 0.888377 0.232573
38.5438 277.109 1.45334 32.4694 0.924062 0.237019
37.7428 291.248 1.4466 32.9479 0.961568 0.241528
37.9501 305.977 1.44006 33.4201 1.00097 0.246099
37.1615 321.383 1.43367 33.8888 0.0423752 0.250731
37.3788 337.459 1.42745 34.3528 0.0858472 0.255424
37.5916 354.423 1.42131 34.8186 0.131499 0.260177
38.7709 372.881 1.4151 35.3046 0.179492 0.264992
39.9526 392.252 1.40902 35.7879 0.229973 0.269871
40.1203 412.922 1.40297 36.2791 0.283104 0.274813
40.2761 434.937 1.39697 36.7767 0.339047 0.279819
39.4391 457.962 1.39113 37.2687 0.39797 0.28489
38.6195 481.786 1.38549 37.7488 0.459984 0.290025
38.8128 506.518 1.38001 38.22 0.525198 0.295221
38.0062 532.515 1.37463 38.69 0.593765 0.300479
37.2164 559.361 1.36943 39.1486 0.665819 0.305798
36.443 587.05 1.3644 39.596 0.741473 0.311176
38.6481 616.798 1.35933 40.0559 0.820886 0.316612
37.845 648.341 1.35432 40.52 0.904374 0.322109
